version,test_name,category,passed,latency_ms,total_tokens,cost_usd,confidence_score
v1.4,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Não foi designação de audiência,Testes de Ação Recomendada,0,3733,3682,0.001841,8
v1.4,P. CÍVIL,Testes de Classe Processual,1,2610,3766,0.0018830000000000001,8
v1.4,P. CRIMINAL,Testes de Classe Processual,1,2207,3673,0.0018365,9
v1.4,P. TRABALHO,Testes de Classe Processual,1,2856,3908,0.001954,8
v1.4,P. JUIZADO,Testes de Classe Processual,1,4456,3831,0.0019155,10
v1.4,1º INSTÂNCIA,Testes de Instância,1,4007,3819,0.0019095,8
v1.4,2º INSTÂNCIA - Agravante com Acórdão,Testes de Instância,1,2728,3625,0.0018125,8
v1.4,2º INSTÂNCIA - Apelante com Distribuição,Testes de Instância,1,3891,3522,0.001761,7
v1.4,2º INSTÂNCIA Distribuição para Turma,Testes de Instância,1,2994,3598,0.001799,5
v1.4,2º INSTÂNCIA - Embargos em Turma,Testes de Instância,1,2766,4308,0.002154,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO] - Julgamento Virtual RITJMG,Testes de Instância,1,5216,3772,0.0018859999999999999,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO] - Acórdão de Turma Trabalhista,Testes de Instância,1,4187,4347,0.0021735,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO] - Intimação de Acórdão Trabalhista,Testes de Instância,1,8505,4353,0.0021765,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,4520,4320,0.00216,8
v1.4,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,2658,5880,0.00294,8
v1.4,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4143,4346,0.002173,8
v1.4,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4584,4356,0.002178,8
