version,test_name,category,passed,latency_ms,total_tokens,cost_usd,confidence_score
v1.1,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,2458,4478,0.002239,8
v1.1,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4608,6051,0.0030255,8
v1.1,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,3189,4515,0.0022575,8
v1.1,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4366,4498,0.002249,8
v1.2,COMPARECER || AUDIENCIA - Conciliação JESP Virtual,Testes de Ação Recomendada,0,8827,4702,0.0023510000000000002,8
v1.2,COMPARECER || AUDIENCIA - AGC Recuperação Judicial,Testes de Ação Recomendada,0,7711,7250,0.003625,8
v1.2,COMPARECER || AUDIENCIA - Conciliação CEJUSC Trabalhista,Testes de Ação Recomendada,0,7903,4457,0.0022285,8
v1.2,COMPARECER || PERICIA,Testes de Ação Recomendada,0,2712,4131,0.0020655,8
v1.2,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,0,5531,4422,0.002211,8
v1.2,COMPARECER || PAUTA_DE_JULGAMENTO - Presencial em Plenário,Testes de Ação Recomendada,0,4453,4255,0.0021275,8
v1.2,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,0,4867,4443,0.0022215,8
v1.2,COMPARECER || PAUTA DE JULGAMENTO - Virtual RITJMG com Memoriais,Testes de Ação Recomendada,0,4341,4440,0.00222,8
v1.2,MANIFESTAR-SE + COMPARECER || PRAZO NO TEXTO - Impugnação de Cálculos de Liquidação || AUDIÊNCIA - 16/06/2025 às 10:15,Testes de Ação Recomendada,0,3340,4765,0.0023825,8
v1.2,MANIFESTAR-SE || PRAZO NO TEXTO - Tentativa de Acordo em Cumprimento de Sentença,Testes de Ação Recomendada,0,2763,4192,0.002096,8
v1.2,MANIFESTAR-SE || PRAZO NO TEXTO - Devolução de Autos com Penalidade,Testes de Ação Recomendada,0,4817,4179,0.0020895,8
v1.2,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Nenhuma menção a audiência,Testes de Ação Recomendada,0,2762,3949,0.0019745,3
v1.2,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - marcou a audiencia; mas o texto fez referencia a 'aguarde-se audiencia já designada'. Na pratica = o advogado ja recebeu a notificação da data da audiencia; e vai esperar,Testes de Ação Recomendada,0,2766,4156,0.002078,8
v1.2,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Não foi designação de audiência,Testes de Ação Recomendada,0,2928,4072,0.002036,8
v1.2,P. CÍVIL,Testes de Classe Processual,1,4447,4136,0.002068,8
v1.2,P. CRIMINAL,Testes de Classe Processual,1,2459,4059,0.0020295,8
v1.2,P. TRABALHO,Testes de Classe Processual,1,2737,4277,0.0021385,8
v1.2,P. JUIZADO,Testes de Classe Processual,1,3455,4212,0.002106,8
v1.2,1º INSTÂNCIA,Testes de Instância,1,4403,4209,0.0021045,8
v1.2,2º INSTÂNCIA - Agravante com Acórdão,Testes de Instância,1,2910,4042,0.002021,8
v1.2,2º INSTÂNCIA - Apelante com Distribuição,Testes de Instância,1,2395,3958,0.0019790000000000003,8
v1.2,2º INSTÂNCIA Distribuição para Turma,Testes de Instância,1,4366,3983,0.0019915,3
v1.2,2º INSTÂNCIA - Embargos em Turma,Testes de Instância,1,4507,4694,0.002347,8
v1.2,2º INSTÂNCIA[FALSO POSITIVO] - Julgamento Virtual RITJMG,Testes de Instância,1,7227,4112,0.002056,8
v1.2,2º INSTÂNCIA[FALSO POSITIVO] - Acórdão de Turma Trabalhista,Testes de Instância,1,2707,4730,0.0023650000000000003,8
v1.2,2º INSTÂNCIA[FALSO POSITIVO] - Intimação de Acórdão Trabalhista,Testes de Instância,1,2984,4738,0.0023690000000000004,8
v1.2,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,2647,4710,0.002355,8
v1.2,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,2952,6269,0.0031345,8
v1.2,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,5309,4732,0.002366,8
v1.2,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,3361,4724,0.002362,8
v1.3,COMPARECER || AUDIENCIA - Conciliação JESP Virtual,Testes de Ação Recomendada,0,5102,4246,0.0021230000000000003,8
v1.3,COMPARECER || AUDIENCIA - AGC Recuperação Judicial,Testes de Ação Recomendada,0,4058,6790,0.003395,8
v1.3,COMPARECER || AUDIENCIA - Conciliação CEJUSC Trabalhista,Testes de Ação Recomendada,0,2870,3990,0.0019950000000000002,8
v1.3,COMPARECER || PERICIA,Testes de Ação Recomendada,0,2455,3653,0.0018265,10
v1.3,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,0,9730,3939,0.0019695,9
v1.3,COMPARECER || PAUTA_DE_JULGAMENTO - Presencial em Plenário,Testes de Ação Recomendada,0,5836,3837,0.0019185,8
v1.3,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,0,3598,3939,0.0019695,8
v1.3,COMPARECER || PAUTA DE JULGAMENTO - Virtual RITJMG com Memoriais,Testes de Ação Recomendada,0,6070,4022,0.002011,9
v1.3,MANIFESTAR-SE + COMPARECER || PRAZO NO TEXTO - Impugnação de Cálculos de Liquidação || AUDIÊNCIA - 16/06/2025 às 10:15,Testes de Ação Recomendada,0,3440,4305,0.0021525,8
v1.3,MANIFESTAR-SE || PRAZO NO TEXTO - Tentativa de Acordo em Cumprimento de Sentença,Testes de Ação Recomendada,0,2669,3739,0.0018695,8
v1.3,MANIFESTAR-SE || PRAZO NO TEXTO - Devolução de Autos com Penalidade,Testes de Ação Recomendada,0,2967,3696,0.001848,8
v1.3,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Nenhuma menção a audiência,Testes de Ação Recomendada,0,2045,3488,0.001744,5
v1.3,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - marcou a audiencia; mas o texto fez referencia a 'aguarde-se audiencia já designada'. Na pratica = o advogado ja recebeu a notificação da data da audiencia; e vai esperar,Testes de Ação Recomendada,0,3904,3707,0.0018535,8
v1.3,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Não foi designação de audiência,Testes de Ação Recomendada,0,4461,3611,0.0018055000000000002,10
v1.3,P. CÍVIL,Testes de Classe Processual,1,3103,3699,0.0018495,8
v1.3,P. CRIMINAL,Testes de Classe Processual,1,2607,3604,0.001802,8
v1.3,P. TRABALHO,Testes de Classe Processual,1,3448,3815,0.0019075,8
v1.3,P. JUIZADO,Testes de Classe Processual,1,5210,3763,0.0018815,8
v1.3,1º INSTÂNCIA,Testes de Instância,1,2735,3747,0.0018735,8
v1.3,2º INSTÂNCIA - Agravante com Acórdão,Testes de Instância,1,2936,3552,0.001776,8
v1.3,2º INSTÂNCIA - Apelante com Distribuição,Testes de Instância,1,2327,3471,0.0017355,8
v1.3,2º INSTÂNCIA Distribuição para Turma,Testes de Instância,1,3674,3524,0.0017620000000000001,5
v1.3,2º INSTÂNCIA - Embargos em Turma,Testes de Instância,1,2558,4224,0.002112,8
v1.3,2º INSTÂNCIA[FALSO POSITIVO] - Julgamento Virtual RITJMG,Testes de Instância,1,2742,3659,0.0018295,8
v1.3,2º INSTÂNCIA[FALSO POSITIVO] - Acórdão de Turma Trabalhista,Testes de Instância,1,8030,4273,0.0021365,8
v1.3,2º INSTÂNCIA[FALSO POSITIVO] - Intimação de Acórdão Trabalhista,Testes de Instância,1,3259,4285,0.0021425000000000003,8
v1.3,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,2560,4243,0.0021215,8
v1.3,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,2561,5811,0.0029055,8
v1.3,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,3583,4273,0.0021365,8
v1.3,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,9273,4284,0.002142,8
v1.4,COMPARECER || AUDIENCIA - Conciliação JESP Virtual,Testes de Ação Recomendada,0,3791,4318,0.002159,8
v1.4,COMPARECER || AUDIENCIA - AGC Recuperação Judicial,Testes de Ação Recomendada,0,8128,6874,0.003437,8
v1.4,COMPARECER || AUDIENCIA - Conciliação CEJUSC Trabalhista,Testes de Ação Recomendada,0,3175,4058,0.002029,8
v1.4,COMPARECER || PERICIA,Testes de Ação Recomendada,0,2970,3742,0.001871,8
v1.4,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,0,4096,4028,0.0020139999999999997,8
v1.4,COMPARECER || PAUTA_DE_JULGAMENTO - Presencial em Plenário,Testes de Ação Recomendada,0,2656,3864,0.001932,8
v1.4,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,0,3703,4013,0.0020065,8
v1.4,COMPARECER || PAUTA DE JULGAMENTO - Virtual RITJMG com Memoriais,Testes de Ação Recomendada,0,3582,4070,0.0020350000000000004,8
v1.4,MANIFESTAR-SE + COMPARECER || PRAZO NO TEXTO - Impugnação de Cálculos de Liquidação || AUDIÊNCIA - 16/06/2025 às 10:15,Testes de Ação Recomendada,0,4609,4397,0.0021985000000000004,8
v1.4,MANIFESTAR-SE || PRAZO NO TEXTO - Tentativa de Acordo em Cumprimento de Sentença,Testes de Ação Recomendada,0,3069,3811,0.0019055,8
v1.4,MANIFESTAR-SE || PRAZO NO TEXTO - Devolução de Autos com Penalidade,Testes de Ação Recomendada,0,3687,3778,0.001889,8
v1.4,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Nenhuma menção a audiência,Testes de Ação Recomendada,0,2601,3557,0.0017785,5
v1.4,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - marcou a audiencia; mas o texto fez referencia a 'aguarde-se audiencia já designada'. Na pratica = o advogado ja recebeu a notificação da data da audiencia; e vai esperar,Testes de Ação Recomendada,0,2820,3773,0.0018865000000000002,8
v1.4,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Não foi designação de audiência,Testes de Ação Recomendada,0,2769,3682,0.001841,8
v1.4,P. CÍVIL,Testes de Classe Processual,1,2557,3770,0.001885,8
v1.4,P. CRIMINAL,Testes de Classe Processual,1,3482,3676,0.0018380000000000002,8
v1.4,P. TRABALHO,Testes de Classe Processual,1,2931,3919,0.0019595,8
v1.4,P. JUIZADO,Testes de Classe Processual,1,3110,3824,0.0019119999999999999,8
v1.4,1º INSTÂNCIA,Testes de Instância,1,2667,3832,0.001916,8
v1.4,2º INSTÂNCIA - Agravante com Acórdão,Testes de Instância,1,2817,3602,0.0018009999999999999,8
v1.4,2º INSTÂNCIA - Apelante com Distribuição,Testes de Instância,1,2400,3564,0.0017820000000000002,8
v1.4,2º INSTÂNCIA Distribuição para Turma,Testes de Instância,1,2150,3596,0.0017980000000000001,7
v1.4,2º INSTÂNCIA - Embargos em Turma,Testes de Instância,1,3317,4296,0.002148,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO] - Julgamento Virtual RITJMG,Testes de Instância,1,4426,3747,0.0018735,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO] - Acórdão de Turma Trabalhista,Testes de Instância,1,6329,4356,0.002178,8
v1.4,2º INSTÂNCIA[FALSO POSITIVO] - Intimação de Acórdão Trabalhista,Testes de Instância,1,3949,4353,0.0021765,10
v1.4,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,2457,4324,0.002162,8
v1.4,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,8309,5880,0.00294,8
v1.4,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,14666,4353,0.0021765,8
v1.4,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,3963,4356,0.002178,8
v1.5,COMPARECER || AUDIENCIA - Conciliação JESP Virtual,Testes de Ação Recomendada,1,4394,5248,0.002624,8
v1.5,COMPARECER || AUDIENCIA - AGC Recuperação Judicial,Testes de Ação Recomendada,1,4606,7838,0.003919,10
v1.5,COMPARECER || AUDIENCIA - Conciliação CEJUSC Trabalhista,Testes de Ação Recomendada,1,2280,5029,0.0025145,8
v1.5,COMPARECER || PERICIA,Testes de Ação Recomendada,1,3585,4706,0.002353,8
v1.5,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,1,5441,4973,0.0024865,9
v1.5,COMPARECER || PAUTA_DE_JULGAMENTO - Presencial em Plenário,Testes de Ação Recomendada,1,3548,4865,0.0024325,9
v1.5,COMPARECER || PAUTA_DE_JULGAMENTO - Videoconferência com Sustentação Oral,Testes de Ação Recomendada,1,4664,5007,0.0025035,8
v1.5,COMPARECER || PAUTA DE JULGAMENTO - Virtual RITJMG com Memoriais,Testes de Ação Recomendada,0,93231,5026,0.002513,8
v1.5,MANIFESTAR-SE + COMPARECER || PRAZO NO TEXTO - Impugnação de Cálculos de Liquidação || AUDIÊNCIA - 16/06/2025 às 10:15,Testes de Ação Recomendada,1,3992,5356,0.002678,8
v1.5,MANIFESTAR-SE || PRAZO NO TEXTO - Tentativa de Acordo em Cumprimento de Sentença,Testes de Ação Recomendada,1,2950,4778,0.0023889999999999996,8
v1.5,MANIFESTAR-SE || PRAZO NO TEXTO - Devolução de Autos com Penalidade,Testes de Ação Recomendada,1,2988,4753,0.0023765,8
v1.5,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Nenhuma menção a audiência,Testes de Ação Recomendada,1,2662,4527,0.0022635000000000003,7
v1.5,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - marcou a audiencia; mas o texto fez referencia a 'aguarde-se audiencia já designada'. Na pratica = o advogado ja recebeu a notificação da data da audiencia; e vai esperar,Testes de Ação Recomendada,1,6451,4749,0.0023745,8
v1.5,TOMAR_CIENCIA || AUDIENCIA [FALSO_POSITIVO] - Não foi designação de audiência,Testes de Ação Recomendada,0,2879,4630,0.002315,8
v1.5,P. CÍVIL,Testes de Classe Processual,1,5517,4745,0.0023725,8
v1.5,P. CRIMINAL,Testes de Classe Processual,1,3420,4649,0.0023245,8
v1.5,P. TRABALHO,Testes de Classe Processual,1,4795,4893,0.0024465,8
v1.5,P. JUIZADO,Testes de Classe Processual,1,2947,4774,0.0023870000000000002,8
v1.5,1º INSTÂNCIA,Testes de Instância,1,2770,4783,0.0023915000000000004,8
v1.5,2º INSTÂNCIA - Agravante com Acórdão,Testes de Instância,1,2861,4603,0.0023014999999999997,8
v1.5,2º INSTÂNCIA - Apelante com Distribuição,Testes de Instância,1,3075,4510,0.002255,7
v1.5,2º INSTÂNCIA Distribuição para Turma,Testes de Instância,1,6353,4531,0.0022654999999999997,7
v1.5,2º INSTÂNCIA - Embargos em Turma,Testes de Instância,0,0,0,0,
v1.5,2º INSTÂNCIA[FALSO POSITIVO] - Julgamento Virtual RITJMG,Testes de Instância,1,5996,4730,0.0023650000000000003,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO] - Acórdão de Turma Trabalhista,Testes de Instância,1,3375,5322,0.002661,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO] - Intimação de Acórdão Trabalhista,Testes de Instância,1,2968,5316,0.0026579999999999998,8
v1.5,2º INSTÂNCIA[FALSO POSITIVO],Testes de Instância,1,4252,5310,0.002655,8
v1.5,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4042,6854,0.003427,8
v1.5,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,6108,5323,0.0026615000000000002,8
v1.5,PRAZO NO TEXTO - Não tem prazo explicito no texto; já retornou 0 anteriormente,Testes de Prazos,1,4136,5309,0.0026545,8
