version,total_tests,passed_tests,accuracy_percentage,avg_latency_ms,avg_tokens,avg_cost_usd,avg_confidence
v1.0,30,16,53.333333333333336,3951.7,4018.133333333333,0.002009066666666667,7.733333333333333
v1.1,30,15,50,4043.3,4268.3,0.00213415,7.666666666666667
v1.2,30,16,53.333333333333336,4152.9,4499.933333333333,0.0022499666666666676,7.666666666666667
v1.3,30,16,53.333333333333336,3993.7,4039.633333333333,0.002019816666666666,8
v1.4,30,16,53.333333333333336,4039.5333333333333,4113.766666666666,0.002056883333333333,7.933333333333334
v1.5,30,27,90,6876.2,4904.566666666667,0.0024522833333333327,8.03448275862069
